328109749264596992	neutral	Pack den Koffer und komm' %PosSmiley ("Bottom Bay, Barbados	Pack die Koffer und komm' %PosSmiley ("Bottom Bay, Barbados	NN ART NN KON ADJA ITJ NN NE NE	0/-- 3/NK 9/OA 3/CD 7/NK 7/NK 4/CJ 9/PNC 1/AG	case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=pl|pos=True|EmoExpression::markable_100500139::EmoExpression=True case=dat|gender=neut|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg
322110799839633408	positive	Euer Monitoring wird schon gemeldet haben, dass das moca13 hier gelistet ist: %Link %PosSmiley	euer Monitoring werden schon melden haben, dass die moca13 hier listen ist: %Link %PosSmiley	PPOSAT NN VAFIN ADV VVPP VVFIN KOUS PDS VVFIN ADV VVPP ADJA XY ITJ	2/NK 3/SB 0/-- 5/MO 3/OC 5/MO 6/MO 9/SB 11/MO 11/MO 6/MO 6/MO 5/OA 5/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ EmoExpression::markable_100500140::Polarity=positive|EmoExpression::markable_100500140::Sarcasm=false|EmoExpression::markable_100500140::Uncertain=false|EmoExpression::markable_100500140::Intensity=medium|EmoExpression::markable_100500140::SubjectiveFact=false|EmoExpression::markable_100500140::EmoExpression=True
328228606629269504	negative	das ist nicht die echte Perry %NegSmiley %NegSmiley	die sein nicht die echt Perry %NegSmiley %NegSmiley	PDS VAFIN PTKNEG ART ADJA NE ITJ ITJ	2/SB 0/-- 2/NG 6/NK 6/NK 2/PD 8/NK 6/NK	case=nom|Sentiment::markable_100500141::Sarcasm=false|num=sg|Sentiment::markable_100500141::Sentiment=True|gender=neut|Sentiment::markable_100500141::Polarity=negative|Sentiment::markable_100500141::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500141::Sentiment=True Target::markable_100500143::Target=True|Negation::markable_100500145::Negation=True|Negation::markable_100500145::EmoExpressionRef=emo-expression:markable_100500144|Sentiment::markable_100500141::Sentiment=True|Target::markable_100500143::Anaphref=empty|Target::markable_100500143::Preferred=true case=nom|gender=fem|num=sg|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True case=nom|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_100500144::SubjectiveFact=false|EmoExpression::markable_100500144::Sarcasm=false|num=sg|EmoExpression::markable_100500144::Polarity=positive|EmoExpression::markable_100500144::EmoExpression=True|EmoExpression::markable_100500144::Uncertain=false|EmoExpression::markable_100500144::Intensity=medium case=nom|gender=fem|num=sg|Target::markable_100500143::Target=True|Sentiment::markable_100500141::Sentiment=True EmoExpression::markable_100500146::Sarcasm=false|EmoExpression::markable_100500146::SubjectiveFact=false|EmoExpression::markable_100500146::EmoExpression=True|EmoExpression::markable_100500146::Uncertain=false|Sentiment::markable_100500141::Sentiment=True|EmoExpression::markable_100500146::Polarity=negative|EmoExpression::markable_100500146::Intensity=medium EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|Sentiment::markable_100500141::Sentiment=True|EmoExpression::markable_3::Polarity=negative|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false
322432659643060226	positive	du weisst doch, was ich mache geht immer %PosSmiley %Link	du weißen doch, was ich machen gehen immer %PosSmiley %Link	PPER VVFIN NE PIS PPER VVFIN VVFIN ADV ITJ XY	2/SB 0/-- 2/OA 6/OA 6/SB 2/CJ 6/OC 7/MO 7/DM 9/NK	case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg case=acc|Sentiment::markable_5::Polarity=positive|Sentiment::markable_5::Sarcasm=false|Sentiment::markable_5::Intensity=medium|gender=neut|Sentiment::markable_5::Sentiment=True|Target::markable_6::Target=True|num=sg|Target::markable_6::Preferred=true|Target::markable_6::Anaphref=empty case=nom|pers=1|Target::markable_6::Target=True|num=sg|Sentiment::markable_5::Sentiment=True|*=True pers=1|Target::markable_6::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True pers=3|Target::markable_6::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_5::Sentiment=True Target::markable_6::Target=True|Sentiment::markable_5::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::SubjectiveFact=false|Sentiment::markable_5::Sentiment=True|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::EmoExpression=True pos=True
328160648989130752	positive	erinnere mich mal bitte morgen abend oder frag maralorn %PosSmiley	erinnern ich mal bitte morgen abend oder fragen maralorn %PosSmiley	VVFIN PRF ADV ADV ADV ADV KON VVIMP NN ITJ	0/-- 1/OA 1/MO 1/MO 1/MO 1/MO 6/CD 7/CJ 7/CJ 6/DM	pers=1|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _ _ _ _ _ EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive
328161115659976705	positive	Spark ist heute in drei Ländern unterwegs %PosSmiley Österreich, Deutschland, Luxemburg	Spark sein heute in drei Land unterwegs %PosSmiley Österreich, Deutschland, Luxemburg	NN VAFIN ADV APPR CARD NN ADV ITJ NE NE NE	2/SB 0/-- 2/MO 2/MO 6/NK 4/NK 2/MO 11/NK 11/PNC 11/PNC 2/PD	case=nom|Sentiment::markable_9::Intensity=medium|gender=masc|Target::markable_10::Target=True|Target::markable_10::Anaphref=empty|num=sg|Target::markable_10::Preferred=true|Sentiment::markable_9::Sentiment=True|Sentiment::markable_9::Sarcasm=false|Sentiment::markable_9::Polarity=positive pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_9::Sentiment=True|Target::markable_10::Target=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True case=dat|gender=neut|num=pl|Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True Target::markable_10::Target=True|Sentiment::markable_9::Sentiment=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg
328218602165645312	positive	Jetzt geht es gleich los - Erster von 4. WM Titel Fights - Spannung steigt... auch bei den Girls. %PosSmiley %Link	jetzt gehen es gleich los - Erste von 4. WM Titel Fights - Spannung steigt... auch bei die Girls. %PosSmiley %Link	ADV VVFIN PPER ADJD ADJD $( NN APPR ADJA NE NN NN $( NN NE ADV APPR ART NN ITJ XY	2/MO 0/-- 2/EP 5/MO 2/MO 5/-- 5/PAR 7/PG 10/NK 8/NK 7/CJ 11/NK 12/-- 11/PAR 14/NK 17/MO 0/-- 19/NK 17/NK 21/NK 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500229::Uncertain=false|EmoExpression::markable_100500229::Intensity=medium|EmoExpression::markable_100500230::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500229::SubjectiveFact=false|EmoExpression::markable_100500230::Polarity=positive|EmoExpression::markable_100500229::EmoExpression=True|num=sg|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500229::Sarcasm=false|EmoExpression::markable_100500230::Intensity=medium|EmoExpression::markable_100500229::Polarity=positive case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=positive|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false _
327436752216285186	positive	nehme ich morgen mal mit, wenn ich dran denke %PosSmiley	nehmen ich morgen mal mit, wenn ich dran denken %PosSmiley	VVFIN PPER ADV ADV VVFIN KOUS PPER PAV VVFIN ITJ	5/MO 1/SB 1/MO 3/MO 0/-- 9/CP 9/SB 1/NK 5/MO 9/DM	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True
323668198018916352	positive	Ohne Socken? Ja das probier ich heute auch mal aus %PosSmiley	ohne Socken? ja die probieren ich heute auch mal aus %PosSmiley	APPR NN ADV PDS VVIMP PPER ADV ADV ADV PTKVZ ITJ	0/-- 1/NK 4/MO 5/NK 0/-- 5/OA 5/MO 5/MO 5/MO 5/SVP 10/NK	_ case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ _ _ _ EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
327443221632409600	positive	Ja %PosSmiley jetzt soll ein Interview kommen, habe ich gerade RT...du das D Radio Interview schon gesehen?	Ja %PosSmiley jetzt sollen eine Interview kommen, haben ich gerade RT...du die D Radio Interview schon gesehen?	NN ITJ ADV VMFIN ART NN NE VAFIN PPER ADV NN ART NN NN NN ADV ADJA	4/SB 11/NK 1/MO 0/-- 6/NK 4/SB 6/NK 4/OC 8/SB 8/MO 4/SB 13/NK 4/SB 13/NK 14/NK 17/MO 4/MO	_ EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True
322424949308522496	negative	ich bin nur eine managerin.. mehr als alles zu organisieren kann ich nicht %NegSmiley	ich sein nur eine managerin.. mehr als alle zu organisieren können ich nicht %NegSmiley	PPER VAFIN ADV ART ADJA PIS KOKOM PIS PTKZU VVINF VMFIN PPER PTKNEG ITJ	2/SB 0/-- 2/MO 5/NK 2/PD 10/OA 8/CM 6/CC 10/PM 11/OC 0/-- 11/SB 11/NG 7/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|*=True|Sentiment::markable_15::Polarity=negative|Sentiment::markable_15::Sentiment=True|Target::markable_17::Anaphref=empty Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=nom|gender=neut|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=nom|pers=1|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True|*=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium
328174534068948993	mixed	welch Irrglaube und du glaubst es doch auch nicht, gib es zu %PosSmiley	welche Irrglaube und du glauben es doch auch nicht, geben es zu %PosSmiley	PIAT NN KON PPER VVFIN PPER ADV ADV ADJA VVIMP PPER PTKVZ ITJ	2/NK 5/SB 2/CD 3/CJ 0/-- 5/OA 5/MO 9/MO 5/MO 5/CJ 10/OA 5/SVP 12/NK	*=True case=nom|EmoExpression::markable_100500147::SubjectiveFact=false|EmoExpression::markable_100500147::Intensity=weak|gender=masc|EmoExpression::markable_100500147::Sarcasm=false|num=pl|EmoExpression::markable_100500147::Polarity=negative|EmoExpression::markable_100500147::EmoExpression=True|EmoExpression::markable_100500147::Uncertain=false _ case=nom|*=True|num=sg|pers=2 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ _ pers=2|num=sg|mood=imp case=nom|gender=neut|num=sg|pers=3 _ EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium
328231394021105664	neutral	heey habe die mail losgeschickt ist sie angekommen %PosSmiley?	heey haben die Mail losschicken sein sie ankommen %PosSmiley?	NE VAFIN ART NE VVPP VAFIN PPER VVPP ADJA	2/SB 0/-- 4/NK 6/SB 6/OC 8/OC 6/SB 2/OC 8/MO	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _ case=acc|gender=neut|num=pl|pos=True
328159637771804673	negative	Wil aber nicht alleine gehen %NegSmiley	Wil aber nicht alleine gehen %NegSmiley	NE ADV PTKNEG ADV VVFIN ITJ	5/SB 5/MO 4/NG 5/MO 0/-- 5/DM	case=nom|EmoExpression::markable_100500148::SubjectiveFact=false|*=True|EmoExpression::markable_100500148::Uncertain=false|EmoExpression::markable_100500148::Intensity=medium|num=sg|Sentiment::markable_20::Sentiment=True|Sentiment::markable_20::Sarcasm=false|Sentiment::markable_20::Polarity=negative|EmoExpression::markable_100500148::Polarity=positive|Sentiment::markable_20::Intensity=medium|EmoExpression::markable_100500148::Sarcasm=false|EmoExpression::markable_100500148::EmoExpression=True Sentiment::markable_20::Sentiment=True Negation::markable_100500149::EmoExpressionRef=emo-expression:markable_100500148|Negation::markable_100500149::Negation=True|Sentiment::markable_20::Sentiment=True Target::markable_22::Preferred=true|Target::markable_22::Target=True|Sentiment::markable_20::Sentiment=True|Target::markable_22::Anaphref=empty Sentiment::markable_20::Sentiment=True|Target::markable_22::Target=True Sentiment::markable_20::Sentiment=True|EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Polarity=negative|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium
328202641459003393	positive	Irgendwie doch lustig,wenn man in gelb-schwarz spielt und auch noch Hummels heisst! %PosSmiley bvb	irgendwie doch lustig,wenn man in gelb-schwarz spielen und auch noch Hummels heisst! %PosSmiley bvb	ADV ADV ADV PIS APPR ADJD VVFIN KON ADV ADV NN ADJA ITJ ADJA	7/MO 7/MO 7/MO 7/SB 7/MO 5/NK 0/-- 7/CD 11/MO 11/MO 8/CJ 11/NK 11/NK 0/--	Sentiment::markable_23::Sentiment=True|Sentiment::markable_23::Polarity=positive|Sentiment::markable_23::Sarcasm=false|Sentiment::markable_23::Intensity=medium Sentiment::markable_23::Sentiment=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True|Target::markable_25::Anaphref=empty|Target::markable_25::Preferred=true case=nom|*=True|num=sg|Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True|pos=True pers=3|Target::markable_25::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_23::Sentiment=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_23::Sentiment=True|Target::markable_25::Target=True case=gen|gender=masc|num=sg|pos=True|Sentiment::markable_23::Sentiment=True case=gen|EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|gender=masc|EmoExpression::markable_26::Polarity=positive|num=sg|Sentiment::markable_23::Sentiment=True|EmoExpression::markable_26::SubjectiveFact=false _
328071109121564672	positive	Mhm %NegSmiley keine Ahnung Sorry %PosSmiley wms ? %PosSmiley	Mhm %NegSmiley keine Ahnung Sorry %PosSmiley wms ? %PosSmiley	NN ITJ PIAT NN NN ITJ NN $. ITJ	0/-- 7/NK 4/NK 7/CJ 4/NK 7/NK 1/NK 7/-- 0/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|num=sg|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false case=nom|gender=fem|num=sg _ EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false
322436814910668800	positive	Ich herze mein PC.. Lock.. Screen *-*	ich herzen mein PC.. Lock.. Screen *-*	PPER VVFIN PPOSAT NN ADJA NN XY	2/SB 0/-- 4/NK 2/OA 2/MO 0/-- 0/--	case=nom|pers=1|num=sg|Source::markable_100500152::Source=True|Source::markable_100500152::Anaphref=markable_100500151|Sentiment::markable_100500150::Sentiment=True|*=True Sentiment::markable_100500150::Sentiment=True|EmoExpression::markable_100500154::EmoExpression=True|EmoExpression::markable_100500154::Uncertain=false|mood=ind|EmoExpression::markable_100500154::Intensity=medium|EmoExpression::markable_100500154::Polarity=positive|pers=1|EmoExpression::markable_100500154::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500154::Sarcasm=false case=acc|Sentiment::markable_100500150::Sentiment=True|num=sg|Target::markable_100500153::Anaphref=empty|gender=neut|Target::markable_100500153::Preferred=true|Target::markable_100500153::Target=True case=acc|gender=neut|Sentiment::markable_100500150::Sentiment=True|num=sg|Target::markable_100500153::Target=True case=acc|Sentiment::markable_100500150::Sentiment=True|num=sg|gender=neut|pos=True|Target::markable_100500153::Target=True case=nom|gender=fem|Sentiment::markable_100500150::Sentiment=True|num=pl|Target::markable_100500153::Target=True case=nom|Sentiment::markable_100500150::Sentiment=True|EmoExpression::markable_29::Intensity=medium|gender=fem|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=pl|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false
322437487144349697	positive	Kollegin ist natürlich auch auf Twitter - %User. ob sie jetzt auch zur Arbeit radelt? %PosSmiley	Kollegin sein natürlich auch auf Twitter - %User. ob sie jetzt auch zu Arbeit radelt? %PosSmiley	NN VAFIN ADV ADV APPR NN $( NN KOUS PPER ADV ADV APPRART NN ADJA ITJ	2/SB 0/-- 2/MO 5/MO 8/OP 5/NK 6/-- 2/PD 15/CP 15/SB 15/MO 13/MO 15/MO 13/NK 16/NK 8/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=pl _ case=nom|gender=fem|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=positive|EmoExpression::markable_30::Sarcasm=false
322391736980754432	negative	Habe: Pause! Habe nicht: Zigaretten %NegSmiley	Habe: Pause! haben nicht: Zigarette %NegSmiley	NN NN VAFIN ADJA NN ITJ	0/-- 1/NK 0/-- 5/NK 3/SB 3/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|Target::markable_34::Target=True|Sentiment::markable_31::Intensity=medium|*=True|Sentiment::markable_31::Polarity=negative|num=pl|Target::markable_34::Anaphref=empty|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false|Target::markable_34::Preferred=true case=nom|Target::markable_34::Target=True|num=pl|*=True|pos=True|Sentiment::markable_31::Sentiment=True case=nom|*=True|Target::markable_34::Target=True|num=pl|Sentiment::markable_31::Sentiment=True case=nom|EmoExpression::markable_32::Polarity=negative|EmoExpression::markable_32::Sarcasm=false|*=True|EmoExpression::markable_32::EmoExpression=True|EmoExpression::markable_32::Intensity=medium|num=pl|EmoExpression::markable_32::SubjectiveFact=false|Sentiment::markable_31::Sentiment=True|EmoExpression::markable_32::Uncertain=false
323903360795287552	positive	Und jetzt geht's weiter mit Life Unexpected - Plötzlich Familie %PosSmiley	und jetzt gehen weiter mit Life Unexpected - plötzlich Familie %PosSmiley	KON ADV VVFIN ADV APPR NE NN $( ADJD NN ITJ	3/JU 3/MO 0/-- 3/MO 3/MO 5/NK 3/SB 7/-- 3/MO 3/SB 3/DM	_ _ pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=fem|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive
322238634860355584	positive	Wenn man erst um eins ins Bett kommt ist das auch nicht wirklich ausschlafen... %PosSmiley	wenn man erst um eins in Bett kommen sein die auch nicht wirklich ausschlafen... %PosSmiley	KOUS PIS ADV APPR CARD APPRART NN VVFIN VAFIN PDS ADV PTKNEG ADJD ADJA ITJ	8/CP 8/SB 4/MO 9/MO 4/NK 8/MO 6/NK 0/-- 8/SB 9/SB 9/MO 9/NG 14/MO 9/PD 14/NK	_ case=nom|*=True|num=sg _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ pos=True _ EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium
328181981542219779	positive	Heute noch RL-Treffen der FG Bauen und Verkehr. %PosSmiley lptby	heute noch RL-Treffen die FG Bauen und Verkehr. %PosSmiley lptby	ADV ADV NN ART NE NN KON NN ITJ NN	3/MO 3/MO 0/-- 5/NK 3/AG 5/NK 6/CD 7/CJ 10/NK 0/--	_ _ case=nom|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg EmoExpression::markable_37::EmoExpression=True|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive _
