326318631011106816	positive	könnt ihr mir für acht Leute einen Tisch auf den Namen René für morgen reservieren? %PosSmiley	können ihr ich für acht Leute eine Tisch auf die Name René für morgen reservieren? %PosSmiley	VMFIN PPER PRF APPR CARD NN ART NN APPR ART NN NN APPR ADV ADJA ITJ	0/-- 15/DA 15/DA 15/MO 6/NK 4/NK 8/NK 15/OA 8/MNR 11/NK 9/NK 11/NK 15/MO 13/NK 1/SB 1/DM	pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 case=dat|*=True|num=sg|pers=1 _ _ case=acc|*=True|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl|pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
324765840627085313	positive	"Ang cute nung KathQuen mag Gwiyomi. Nakita niyo? Hahaha. %PosSmiley %User"	"Ang cute nung KathQuen mögen Gwiyomi. Nakita niyo? Hahaha. %PosSmiley %User"	NN ADJA NN NN VMFIN NE NE VVFIN NE ITJ ADJA	5/SB 3/NK 1/MNR 3/NK 0/-- 5/SB 8/SB 0/-- 0/-- 11/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|Source::markable_3::Source=True|num=sg|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Source::markable_3::Anaphref=empty|Sentiment::markable_2::Sentiment=True mood=ind|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True case=nom|gender=masc|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|EmoExpression::markable_6::SubjectiveFact=false|*=True|EmoExpression::markable_6::Sarcasm=false|num=sg|EmoExpression::markable_6::Uncertain=false|EmoExpression::markable_6::Intensity=medium|EmoExpression::markable_6::EmoExpression=True|EmoExpression::markable_6::Polarity=positive _ _
321883681067261952	positive	Kennt ihr schon unsere Ecoline? %PosSmiley %Link	kennen ihr schon unser Ecoline? %PosSmiley %Link	VVFIN PPER ADV PPOSAT NN ITJ XY	0/-- 1/DA 1/MO 5/NK 1/OA 5/NK 0/--	pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_7::EmoExpression=True|EmoExpression::markable_7::Uncertain=false|EmoExpression::markable_7::Intensity=medium|EmoExpression::markable_7::SubjectiveFact=false|gender=fem|EmoExpression::markable_7::Sarcasm=false|EmoExpression::markable_7::Polarity=positive|num=sg _ _
319398011358834689	positive	Toffe Eindhovense band zoekt bassist! Wie o wie? %PosSmiley %Link	Toffe Eindhovense binden zoekt bassist! wie o wie? %PosSmiley %Link	NN NN VVFIN ADJD ADJD KOKOM ADJA ADJA ITJ XY	3/SB 1/NK 0/-- 3/MO 3/MO 7/MO 8/MO 0/-- 8/NK 0/--	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind pos=True pos=True _ _ _ EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::Sarcasm=false|EmoExpression::markable_8::EmoExpression=True|EmoExpression::markable_8::Uncertain=false _
328628694597922818	positive	Nur noch 2Tage... Der Countdown läuft %PosSmiley %Link	nur noch 2Tage... die Countdown laufen %PosSmiley %Link	ADV ADV NE ART NN VVFIN ITJ XY	3/MO 3/MO 0/-- 5/NK 6/SB 0/-- 6/DM 7/NK	_ _ case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_9::Uncertain=false|EmoExpression::markable_9::Polarity=positive|EmoExpression::markable_9::Sarcasm=false|EmoExpression::markable_9::Intensity=medium|EmoExpression::markable_9::SubjectiveFact=false|EmoExpression::markable_9::EmoExpression=True _
319416853170638848	positive	mein innerer Monk bricht beim Ausbügeln durch %PosSmiley	mein inner Monk brechen bei ausbügeln durch %PosSmiley	PPOSAT ADJA NN VVFIN APPRART VVFIN PTKVZ ITJ	3/NK 3/NK 4/SB 0/-- 4/MO 5/NK 4/SVP 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_10::Uncertain=false|EmoExpression::markable_10::Polarity=positive|EmoExpression::markable_10::Sarcasm=false|EmoExpression::markable_10::Intensity=medium|EmoExpression::markable_10::EmoExpression=True|EmoExpression::markable_10::SubjectiveFact=false
325885833628499971	positive	Morjen und bis gleich im Oly %PosSmiley &gt;&gt;&gt; Moin %PosSmiley Spieltag HAHOHE HERTHA BSC	Morjen und bis gleich in Oly %PosSmiley &gt;&gt;&gt; Moin %PosSmiley Spieltag HAHOHE Hertha BSC	NN KON APPR ADJD APPRART NN ITJ ADJA NE ITJ NN NN NE NE	0/-- 1/CD 2/CJ 8/MO 8/MO 5/NK 6/NK 11/NK 11/PNC 11/NK 3/NK 1/NK 14/PNC 12/NK	case=nom|gender=fem|num=pl _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
322329770752876545	negative	Kaum ist man aus der Pubertät raus, schon fängt der Lack an abzublättern. %NegSmiley	kaum sein man aus die Pubertät raus, schon fangen die Lack an abzublättern. %NegSmiley	ADV VAFIN PIS APPR ART NN NE ADV VVFIN ART NN APZR VVIZU ITJ	13/MO 0/-- 2/SB 13/MO 6/NK 4/NK 6/NK 9/MO 6/PAR 11/NK 9/SB 4/AC 2/OC 0/NK	EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::Intensity=medium|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=sg EmoExpression::markable_100500183::EmoExpression=True Sentiment::markable_13::Sarcasm=false|mood=ind|pers=3|Target::markable_15::Preferred=true|num=sg|tense=pres|Target::markable_15::Anaphref=empty|Sentiment::markable_13::Polarity=negative|Sentiment::markable_13::Sentiment=True|Target::markable_15::Target=True|Sentiment::markable_13::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Target::markable_15::Target=True|Sentiment::markable_13::Sentiment=True Sentiment::markable_13::Sentiment=True EmoExpression::markable_14::Polarity=negative|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|Sentiment::markable_13::Sentiment=True|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True
320200652724776960	negative	ich weiss %NegSmiley und es git vlt gar kei zweiti staffle	ich weiß %NegSmiley und es git vlt gar Kei zweiti staffle	PPER PTKVZ ITJ KON PPER ADJA NN ADV NE ADJA NN	10/SB 4/CJ 2/NK 1/CD 8/OA 7/NK 8/OG 9/MO 4/CJ 0/-- 10/OA	case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::Intensity=medium _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
326211084811898880	neutral	Unterwegs nach Prag zu einer Weiterbildung %PosSmiley (Eingecheckt bei Zürich Airport)	Unterweg nach Prag zu eine Weiterbildung %PosSmiley (Eingecheckt bei Zürich Airport)	NN APPR NE APPR ART NN ITJ NN APPR NE NE	0/-- 1/MNR 2/NK 1/MNR 6/NK 4/NK 8/NK 1/CJ 8/MNR 11/PNC 9/NK	case=gen|*=True|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|*=True|num=sg case=acc|*=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
322431063643283457	mixed	aber das wird doch abgelu... ach lassen wir das %PosSmiley	aber die werden doch abgelu... ach lassen wir die %PosSmiley	KON PDS VAFIN ADV ADJA ITJ VVFIN PPER PDS ITJ	3/JU 3/SB 0/-- 5/MO 3/OC 7/DM 0/-- 7/SB 7/OA 9/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_100500184::Intensity=medium|EmoExpression::markable_100500184::SubjectiveFact=false|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::Uncertain=false pers=1|num=pl|tense=pres|mood=ind|EmoExpression::markable_100500184::EmoExpression=True case=nom|*=True|num=pl|EmoExpression::markable_100500184::EmoExpression=True|pers=1 case=acc|gender=neut|num=sg|EmoExpression::markable_100500184::EmoExpression=True case=acc|EmoExpression::markable_18::EmoExpression=True|gender=neut|EmoExpression::markable_18::Intensity=medium|num=sg|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false
323812686104256512	positive	In der Sonne aufm Balkon sitzen &amp; Naked Heat lesen %PosSmiley	in die Sonne aufm Balkon sitzen &amp; Naked Heat lesen %PosSmiley	APPR ART NN NE NN VVFIN $( NE NN VVFIN ITJ	6/MO 3/NK 1/NK 5/PNC 3/NK 0/-- 6/-- 9/PNC 10/SB 6/CJ 10/DM	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg *=True case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind _ *=True *=True pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive
321518849050697728	positive	Dem tatsächlichen Burgherren über die Schulter geschaut. Jetzt kommt Frühstück %PosSmiley %Link	die tatsächlich Burgherr über die Schulter geschaut. jetzt kommen Frühstück %PosSmiley %Link	ART ADJA NN APPR ART NN NE ADV VVFIN NN ITJ XY	3/NK 3/NK 4/NK 0/-- 6/NK 4/NK 6/NK 9/MO 0/-- 9/SB 10/NK 10/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_20::Uncertain=false|gender=neut|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::EmoExpression=True|num=sg|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive case=nom|gender=neut|num=sg
323543901384359936	positive	Nein, ich erwarte KEINE erotischen Inhalte von Dir! Ich bleibe ... wenn ich darf ... %PosSmiley	Nein, ich erwarten keine erotisch Inhalt von Dir! ich bleiben ... wenn ich dürfen ... %PosSmiley	NN PPER VVFIN PIAT ADJA NN APPR NE PPER VVFIN $. KOUS PPER VMFIN $. ITJ	3/SVP 3/SB 0/-- 6/NK 6/NK 3/OA 6/PG 7/NK 10/SB 0/-- 10/-- 14/CP 14/SB 0/-- 14/-- 14/DM	pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium
325915223506698240	negative	weil die 4. Gibt es noch nicht auf deutsch %NegSmiley	weil die 4. geben es noch nicht auf deutsch %NegSmiley	KOUS ART ADJA VVFIN PPER ADV PTKNEG APPR ADJD ITJ	3/CP 3/NK 4/MO 0/-- 4/EP 7/MO 4/NG 4/MO 8/NK 8/MO	_ case=nom|*=True|num=pl case=nom|*=True|num=pl mood=ind|Sentiment::markable_22::Intensity=medium|Target::markable_24::Anaphref=empty|Sentiment::markable_22::Sentiment=True|pers=3|num=sg|tense=pres|Target::markable_24::Target=True|Sentiment::markable_22::Sarcasm=false|Target::markable_24::Preferred=true|Sentiment::markable_22::Polarity=negative case=nom|pers=3|num=sg|Target::markable_24::Target=True|gender=neut|Sentiment::markable_22::Sentiment=True Target::markable_24::Target=True|Sentiment::markable_22::Sentiment=True Target::markable_24::Target=True|Sentiment::markable_22::Sentiment=True Target::markable_24::Target=True|Sentiment::markable_22::Sentiment=True Sentiment::markable_22::Sentiment=True|pos=True|Target::markable_24::Target=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=negative|EmoExpression::markable_23::Sarcasm=false|EmoExpression::markable_23::Uncertain=false|Sentiment::markable_22::Sentiment=True
324618454026031104	positive	Haiheel kommt von Hai, also mindestens Flossenlänge %PosSmiley	Haiheel kommen von Hai, also mindestens Flossenlänge %PosSmiley	NN VVFIN APPR NE ADV ADV NN ITJ	2/SB 0/-- 2/MO 3/NK 2/MO 7/MO 2/OA 7/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=sg _ _ case=nom|gender=masc|num=pl EmoExpression::markable_25::Intensity=medium|EmoExpression::markable_25::Polarity=positive|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false|EmoExpression::markable_25::EmoExpression=True
326661918511226880	positive	Wenn ihr wollt kann ich das machen. Und wenn ich den Text weiterverwenden darf... %PosSmiley Grüsse Bernhard	wenn ihr wollen können ich die machen. und wenn ich die Text weiterverwenden darf... %PosSmiley Gruß Bernhard	KOUS PPER VMFIN VMFIN PPER PDS VVFIN KON KOUS PPER ART NN VVFIN ADJA ITJ NN NE	3/CP 3/SB 4/MO 0/-- 4/SB 7/OA 4/OC 13/JU 13/CP 13/SB 12/NK 13/OA 0/-- 15/NK 13/DM 0/-- 16/NK	_ case=dat|gender=fem|num=sg|pers=3 pers=2|num=pl|tense=pres|mood=ind pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|gender=masc|EmoExpression::markable_26::Polarity=positive|num=sg|EmoExpression::markable_26::SubjectiveFact=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
323528215874392066	mixed	Ich sehe dich! %PosSmiley %PosSmiley ich warte auf den Tag an dem du realisierst dass ich existiere ♥ %NegSmiley	ich sehen dich! %PosSmiley %PosSmiley ich warten auf die Tag an die du realisieren dass ich existieren ♥ %NegSmiley	PPER VVFIN ADJA ITJ ITJ PPER VVFIN APPR ART NN APPR ART PPER VVFIN KOUS PPER VVFIN ADJA ITJ	2/SB 0/-- 2/MO 5/NK 2/DM 7/SB 0/-- 7/OP 10/NK 8/NK 10/MNR 18/NK 14/DA 18/DH 17/CP 17/SB 14/MO 11/NK 18/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::EmoExpression=True|pers=1|EmoExpression::markable_28::Intensity=medium|num=sg|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::Uncertain=false _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=2|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::EmoExpression=True|pers=1|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|EmoExpression::markable_30::Sarcasm=false
322401556613984257	negative	Seufz ich muss noch mehr putzen %NegSmiley	seufzen ich müssen noch mehr putzen %NegSmiley	VVIMP PPER VMFIN ADV ADV VVFIN ITJ	3/NK 3/SB 0/-- 5/MO 6/MO 3/OC 6/DM	EmoExpression::markable_100500123::Uncertain=false|EmoExpression::markable_100500123::Intensity=medium|Sentiment::markable_100500121::Sentiment=True|mood=subj|Sentiment::markable_100500121::Polarity=negative|EmoExpression::markable_100500123::Polarity=negative|Sentiment::markable_100500121::Intensity=medium|EmoExpression::markable_100500123::EmoExpression=True|pers=1|num=sg|tense=past|EmoExpression::markable_100500123::SubjectiveFact=false|Sentiment::markable_100500121::Sarcasm=false|EmoExpression::markable_100500123::Sarcasm=false case=nom|Sentiment::markable_100500121::Sentiment=True|*=True|Target::markable_100500122::Anaphref=empty|pers=1|Source::markable_100500124::Anaphref=empty|num=sg|Source::markable_100500124::Source=True|Target::markable_100500122::Preferred=true|Target::markable_100500122::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_100500121::Sentiment=True|Target::markable_100500122::Target=True Target::markable_100500122::Target=True|Sentiment::markable_100500121::Sentiment=True Target::markable_100500122::Target=True|Sentiment::markable_100500121::Sentiment=True Target::markable_100500122::Target=True|Sentiment::markable_100500121::Sentiment=True EmoExpression::markable_32::Intensity=medium|Sentiment::markable_100500121::Sentiment=True|EmoExpression::markable_32::Polarity=negative|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
328503559777824768	positive	ik weet niet wie je bent maar neuhh %PosSmiley	ik weet niet wie je bent maar neuhh %PosSmiley	ADJA NN VVFIN KOKOM ADV ADJD NN ADJA ITJ	2/NK 3/OA 0/-- 6/CM 6/MO 3/MO 3/OA 7/NK 7/NK	_ case=acc|gender=neut|num=sg _ _ _ pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_34::SubjectiveFact=false|gender=masc|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|num=sg|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Sarcasm=false
328082737716133888	positive	was steht denn zur Option? %PosSmiley	was stehen denn zu Option? %PosSmiley	PIS VVFIN ADV APPRART NN ITJ	2/SB 0/-- 2/MO 2/MO 4/NK 5/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::EmoExpression=True|EmoExpression::markable_35::Polarity=positive
321951710803283969	positive	Nö %PosSmiley 2:1 für die Bayern und nicht weil ich das so will...	Nö %PosSmiley 2:1 für die Bayern und nicht weil ich die so will...	VVPP ITJ CARD APPR ART NE KON PTKNEG KOUS PPER ART ADV ADJA	0/-- 3/NK 1/MO 1/MO 6/NK 4/NK 6/CD 13/NG 13/CP 13/SB 13/NK 13/MO 7/CJ	_ EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium _ _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _ case=nom|*=True|num=sg|pers=1 case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True
320256262539452417	positive	ersten 3 liker 10 likes %PosSmiley ?? - habe bock bei Leuten ein Herz zu posten, wundert euch nicht Haha...	erst 3 liker 10 likes %PosSmiley ?? - haben bocken bei Leute eine Herz zu posten, wundern ihr nicht Haha...	ADJA CARD NN CARD ADJA ITJ ADJD $( VAFIN VVIMP APPR NN ART NN APPR NE VVFIN PPER PTKNEG ADJA	2/MO 3/NK 5/AMS 3/NK 0/-- 7/DM 5/PD 9/-- 0/-- 9/OC 10/MO 11/NK 14/NK 17/OA 14/MNR 15/NK 9/OC 17/OA 20/NG 17/MO	_ _ case=gen|EmoExpression::markable_100500186::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500186::Intensity=medium|num=pl|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false _ case=acc|EmoExpression::markable_100500185::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True case=acc|EmoExpression::markable_37::Uncertain=false|gender=neut|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::EmoExpression=True|num=sg|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive pos=True _ pers=3|num=sg|tense=pres|mood=subj case=acc|pers=3|num=sg _ case=dat|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|EmoExpression::markable_100500187::Sarcasm=false|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500187::Uncertain=false|num=sg|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=positive _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=2 _ case=dat|*=True|num=sg|pos=True
